id,keyword,location,text,target,cleaned_text,text_length,word_count
5945,floods,#ImpeachTrump,"Snow, rain and flash floods leave dozens dead in Afghanistan and Pakistan: At least 43 people are dead in Pakistan and Afghanis…",1,snow rain and flash floods leave dozens dead in afghanistan and pakistan at least people are dead in pakistan and afghanis,122,21
5536,fear,Ghana,Hope is the only thing stronger then fear. https://t.co/cXK06znOY2,0,hope is the only thing stronger then fear,41,8
6827,injuries,"Seattle, WA",Here is another picture from the scene courtesy of LT Longoria. Approximately 30 cars involved in numerous separate collision…,1,here is another picture from the scene courtesy of lt longoria approximately cars involved in numerous separate collision,121,18
7220,loud%20bang,,"Conspiracy theory: If you tell Hitman Bang that cooky is his loud half, Hitman Bang will throw Jin through a dirty water",0,conspiracy theory if you tell hitman bang that cooky is his loud half hitman bang will throw jin through a dirty water,118,22
7863,obliterated,Planet Earth,"196) The Vikings had come down and obliterated Charles, knocking enough power out of the tribe to crumble the Mero… https://t.co/LZi9NlgIeK",0,the vikings had come down and obliterated charles knocking enough power out of the tribe to crumble the mero,108,19
2458,collide,,The Opinion Poll It is stomach-churning Progressives dread rises as Warren and Sanders collide… https://t.co/Q2ibr7aomm,0,the opinion poll it is stomachchurning progressives dread rises as warren and sanders collide,93,14
7961,oil%20spill,"Phoenix, AZ","Scott Pelley said that while he’s done about 500 stories for 20/20, one of his favorite interviews was with Mike Wi… https://t.co/k6NnpkJXC0",0,scott pelley said that while hes done about stories for one of his favorite interviews was with mike wi,103,19
9971,survivors,97654 Bastheim,"Hi, everyone❗️Here's how you can help the survivors of the Taal Volcano Eruption. Proceeds will go straight to the famili…",0,hi everyoneheres how you can help the survivors of the taal volcano eruption proceeds will go straight to the famili,116,20
615,attacked,Agnipath ka Mandua,Peacful mob attacked people in bhansia in adilabad district in Telangana. Pelted stones Looted houses Burnt vehicles ..…,0,peacful mob attacked people in bhansia in adilabad district in telangana pelted stones looted houses burnt vehicles,115,17
2302,cliff%20fall,"Glasgow, Scotland","There are series that fall off a cliff, and then there are series that breach the sound barrier as they accelerate… https://t.co/quhj9Hg78t",0,there are series that fall off a cliff and then there are series that breach the sound barrier as they accelerate,113,21
9922,survivors,Europe,"Today in 1842 a shattered army surgeon, William Brydon, made it to Jalalabad bringing news that a British army had been…",0,today in a shattered army surgeon william brydon made it to jalalabad bringing news that a british army had been,112,20
4899,engulfed,"Fremont Street, Des Moines","DMRegister: Over the course of the 12-hour standoff with law enforcement, police say the man ""fired multiple rounds… https://t.co/DnXUWRkwVa",1,dmregister over the course of the hour standoff with law enforcement police say the man fired multiple rounds,109,18
10896,weapon,,Devil's Due is such a dope name for a weapon you make out of Deviljho parts,0,devils due is such a dope name for a weapon you make out of deviljho parts,74,16
9943,survivors,"Barnstaple, Devon, England",Everyone in a position of leadership in the Church needs to watch ‘The Church’s Dark Secret’ on BBC2. A terrifying study int…,0,everyone in a position of leadership in the church needs to watch the churchs dark secret on bbc a terrifying study int,119,22
2001,casualties,,"1. We eliminated the world's foremost terrorist, Qasem Soleimani. 2. We restored deterrence with Iran without American casua…",1,we eliminated the worlds foremost terrorist qasem soleimani we restored deterrence with iran without american casua,115,16
8238,quarantine,Australia,my cats are in quarantine here FUCK https://t.co/Cl9kE3cQMs,0,my cats are in quarantine here fuck,35,7
8663,riot,,"Here’s another main act for Riot Fest, Hujan Band! We want nothing but the best for our Riot Gang. So don’t forget to follow…",0,heres another main act for riot fest hujan band we want nothing but the best for our riot gang so dont forget to follow,119,24
2241,chemical%20emergency,Woods of 🇺🇸WWG1WGALL,"Here too! Nurse at dangerous chemical plant, Emergency Team, First Responder, EMT, Emergency Response… https://t.co/e5VepBv14u",1,here too nurse at dangerous chemical plant emergency team first responder emt emergency response,96,14
6990,inundation,"Washington, DC","Deputy Director, Mary Erickson, discussing and an exciting multi-federal agency project on flood inun… https://t.co/FXHCyRv7nH",0,deputy director mary erickson discussing and an exciting multifederal agency project on flood inun,98,14
9677,suicide%20bomb,"Midtown, Manhattan",Schumer first demanded the technology after a 2017 bombing attempt between Penn Station and Port Authority. https://t.co/oHqBBqlz3J,1,schumer first demanded the technology after a bombing attempt between penn station and port authority,101,15
5948,floods,,"Low tide leaves Venice's canals dry, just months after severe floods https://t.co/irGhhYexMr via",1,low tide leaves venices canals dry just months after severe floods via,70,12
8082,panic,she/her | +63 | 16,the amount of panic you can sense from this tweet actually sends.,0,the amount of panic you can sense from this tweet actually sends,64,12
662,attacked,,she ran away when i got closer and almost attacked me when i picked her up :(.,0,she ran away when i got closer and almost attacked me when i picked her up,74,16
2185,catastrophic,"New Delhi, India","With everything here, not been following the catastrophic #AustraliaFires As always 🐶s give hope. 🐶 saving 🐨s. https://t.co/7l1vSohbdj",0,with everything here not been following the catastrophic australiafires as always s give hope saving s,102,16
10019,terrorist,,"Then Obama, bush should come out to explain too. Killing a declared terrorist years ago ... what… https://t.co/VBsKzqLIzj",0,then obama bush should come out to explain too killing a declared terrorist years ago what,90,16
514,arsonist,"Townsville, Queensland",Have I got this right #Arsonist in Chief of #AustraliaBurning Morrison is even smugger &amp; smirkier than usual bc he clai…,0,have i got this right arsonist in chief of australiaburning morrison is even smugger amp smirkier than usual bc he clai,119,21
7420,mayhem,,"reminds me to pick up Uncle Tungsten, surely much more mayhem from the younger years. On The Move was such a good read!",0,reminds me to pick up uncle tungsten surely much more mayhem from the younger years on the move was such a good read,116,23
9766,sunk,Anywhere But Here!!!,Jesus. #r4today has sunk to new lows. Robinson asking Fox whether the civil service just can't see or actively seek to…,0,jesus rtoday has sunk to new lows robinson asking fox whether the civil service just cant see or actively seek to,113,21
10410,trauma,"Merveilles, Mexico",If I can't remember the trauma that programmed my mind I guess I'm gonna design a trauma that has the same effect a… https://t.co/rns0ZYkGaI,0,if i cant remember the trauma that programmed my mind i guess im gonna design a trauma that has the same effect a,113,23
766,bioterror,"Tampa, Florida","Mexican Border: Portal For Swine Flu, TB, Bioterror https://t.co/Elw0ScwnSr via",0,mexican border portal for swine flu tb bioterror via,52,9
4312,drought,"East Midlands, England",This grey gum lost a large limb overnight following the ~40C day we had yesterday in Western Sydney. #Eucalyp…,1,this grey gum lost a large limb overnight following the c day we had yesterday in western sydney eucalyp,104,19
1692,buildings%20burning,,Do you chastise firefighters for not smiling when running into burning… https://t.co/zulxMqwlbi,0,do you chastise firefighters for not smiling when running into burning,70,11
6938,inundated,5th Dimension,"It's just like coming back to your body after sleep passing back through your aura into yourself, and you feel your… https://t.co/hU2KkYbvxR",0,its just like coming back to your body after sleep passing back through your aura into yourself and you feel your,113,21
204,ambulance,Wales,What has it come to? We’ve recently had fuel stolen from ambulance vehicles and damage to a staff car whilst on an ambulanc…,1,what has it come to weve recently had fuel stolen from ambulance vehicles and damage to a staff car whilst on an ambulanc,121,23
11351,wrecked,,this was me when my car got wrecked 🤣 https://t.co/H8L3PFz6si,0,this was me when my car got wrecked,35,8
3852,destroy,,45 year high unemployment + 6 year high retail inflation + 60% vegetable inflation rate + high fuel prices + rising pr…,0,year high unemployment year high retail inflation vegetable inflation rate high fuel prices rising pr,101,15
2656,crash,,Crash Course Into JavaFX: The Best Way to make GUI Apps - A #FREE Course Learn more: https://t.co/3zfzcMltm1 #Java #Prog…,0,crash course into javafx the best way to make gui apps a free course learn more java prog,89,18
3492,demolished,Norfolk etc..,"#busking #Cambridge on Sunday, #TrinityStreet site of demolished Church #AllSaintsPassage https://t.co/10H5yPYvzq",0,busking cambridge on sunday trinitystreet site of demolished church allsaintspassage,84,10
3739,derailment,"Welwyn, East",They tell lies. A train I get was showing as cancelled due to lack of crew. An hou… https://t.co/LpG97ske8r,1,they tell lies a train i get was showing as cancelled due to lack of crew an hou,80,18
8133,panicking,,Why do we keep panicking over tech? Good analysis of the causes of technopanic by the curator of the Pessimist’s Archive. htt…,0,why do we keep panicking over tech good analysis of the causes of technopanic by the curator of the pessimists archive htt,122,22
3796,desolate,"Johannesburg, South Africa",Desire Marea's You Think I'm Horny // The Creation of a Desolate David. https://t.co/WqUBDojYem,0,desire mareas you think im horny the creation of a desolate david,65,12
